,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,t_date,open,adj_close,intraday_return
3806,NAM-INDIA,Record Date,27012021162010,https://nsearchives.nseindia.com/corporate/NAM-INDIA_27012021162010_Result.pdf,Nippon Life India Asset Management Limited,INE298J01013,2021-01-27 16:20:10,2021-01-27 16:20:10,,,,Nippon Life India Asset Management Limited has informed the Exchange that Record date for the purpose of Dividend  is 08-Feb-2021.,,,,27-Jan-2021 16:20:15,00:00:05,2021-01-28 16:20:10,318.1,308.38,-3.0556428795976194
3807,PARABDRUGS,Record Date,25012021164327,https://nsearchives.nseindia.com/corporate/PARABDRUGS_25012021164327_Intimationforsuspension.pdf,Parabolic Drugs Limited,INE618H01016,2021-01-25 16:43:27,2021-01-25 16:43:27,,Pharmaceuticals,,Parabolic Drugs Limited has informed the Exchange that Record date for the purpose of of Suspension of Trading of Units under Delisting procedure  is 29-Jan-2021.,,,,25-Jan-2021 16:43:32,00:00:05,2021-01-26 16:43:27,0.0,0.0,0.0
3808,WENDT,Record Date,25012021162816,https://nsearchives.nseindia.com/corporate/WENDT_25012021162816_Fullresults.pdf,Wendt (India) Limited,INE274C01019,2021-01-25 16:28:16,2021-01-25 16:28:16,,Abrasives,,Wendt (India) Limited has informed the Exchange that Record date for the purpose of Dividend  is 04-Feb-2021.,,,,25-Jan-2021 16:28:22,00:00:06,2021-01-26 16:28:16,3315.45,3203.65,-3.3720912696617273
3814,KKCL,Record Date,22012021182917,https://nsearchives.nseindia.com/corporate/KKCL_22012021182917_recorddate.pdf,Kewal Kiran Clothing Limited,INE401H01017,2021-01-22 18:29:17,2021-01-22 18:29:17,,Textile Products,,Kewal Kiran Clothing Limited has informed the Exchange that Record date for the purpose of DI  is 04-Feb-2021.,,,,22-Jan-2021 18:29:22,00:00:05,2021-01-23 18:29:17,186.79,161.24,-13.678462444456333
3815,TCI,Record Date,22012021181747,https://nsearchives.nseindia.com/corporate/TCI_22012021181747_bm.pdf,Transport Corporation of India Limited,INE688A01022,2021-01-22 18:17:47,2021-01-22 18:17:47,,Travel And Transport,,Transport Corporation of India Limited has informed the Exchange that Record date for the purpose of Dividend  is 11-Feb-2021.,,,,22-Jan-2021 18:17:52,00:00:05,2021-01-23 18:17:47,247.0,238.75,-3.340080971659919
3816,GARDENSILK,Record Date,22012021154133,https://nsearchives.nseindia.com/corporate/GARDENSILK_22012021154133_GSML_DelistingRecordDate_28012021.pdf,Garden Silk Mills Limited,INE526A01016,2021-01-22 15:41:33,2021-01-22 15:41:33,,Textiles - Synthetic,,Garden Silk Mills Limited has informed the Exchange that Record date for the purpose of  delisting of Equity Shares from BSE and NSE is 28-Jan-2021.,,,,22-Jan-2021 15:41:37,00:00:04,2021-01-23 15:41:33,0.0,0.0,0.0
3818,JUBLPHARMA,Record Date,21012021222454,https://nsearchives.nseindia.com/corporate/JUBILANT_21012021222454_StockExchangeDisclosureRecordDateJanuary212021.pdf,Jubilant Pharmova Limited,INE700A01033,2021-01-21 22:24:54,2021-01-21 22:24:54,,,,Jubilant Life Sciences Limited has informed the Exchange that Record date for the purpose of Demerger  is 05-Feb-2021.,,,,21-Jan-2021 22:25:01,00:00:07,2021-01-22 22:24:54,734.45,695.62,-5.286949417931791
3819,IEX,Record Date,21012021183805,https://nsearchives.nseindia.com/corporate/IEX_21012021183805_IEX_Outcome_BM_21_01_2021.pdf,Indian Energy Exchange Limited,INE022Q01012,2021-01-21 18:38:05,2021-01-21 18:38:05,,,,Indian Energy Exchange Limited has informed the Exchange that Record date for the purpose of Dividend  is 30-Jan-2021.,,,,21-Jan-2021 18:38:14,00:00:09,2021-01-22 18:38:05,83.33,74.11,-11.064442577703106
3820,IIFL,Record Date,21012021173357,https://nsearchives.nseindia.com/corporate/IIFL_21012021173357_SEPrior29Q3.pdf,IIFL Finance Limited,INE530B01024,2021-01-21 17:33:57,2021-01-21 17:33:57,,,,IIFL Finance Limited has informed the Exchange that Record date for the purpose of Dividend  is 06-Feb-2021.,,,,21-Jan-2021 17:34:08,00:00:11,2021-01-22 17:33:57,116.0,115.15,-0.7327586206896503
3824,KSOLVES,Record Date,20012021194512,https://nsearchives.nseindia.com/corporate/KSOLVES_20012021194512_DeclarationofDividend.pdf,Ksolves India Limited,INE0D6I01015,2021-01-20 19:45:12,2021-01-20 19:45:12,,,,Ksolves India Limited has informed the Exchange that Record date for the purpose of Dividend  is 03-Feb-2021.,,,,20-Jan-2021 19:45:16,00:00:04,2021-01-21 19:45:12,541.5,519.89,-3.9907663896583587
3825,SAGCEM,Record Date,20012021180147,https://nsearchives.nseindia.com/corporate/SAGCEM_20012021180147_SclNsEBsE2ndInterimDividend2012021.pdf,Sagar Cements Limited,INE229C01013,2021-01-20 18:01:47,2021-01-20 18:01:47,,Cement And Cement Products,,Sagar Cements Limited has informed the Exchange that Record date for the purpose of Dividend  is 03-Feb-2021.,,,,20-Jan-2021 18:01:50,00:00:03,2021-01-21 18:01:47,150.0,137.54,-8.306666666666672
3826,PCBL,Record Date,20012021163610,https://nsearchives.nseindia.com/corporate/PHILIPCARB_20012021163610_OutcomeofBoardMeetingheldon20thJan2021.pdf,PCBL LIMITED,INE602A01023,2021-01-20 16:36:10,2021-01-20 16:36:10,,,,"Phillips Carbon Black Limited has informed the Exchange at its Board Meeting held on 20th Jan, 2021 that Record date for the purpose of Dividend is 02-Feb-2021.",,,,20-Jan-2021 16:36:16,00:00:06,2021-01-21 16:36:10,97.5,95.6,-1.9487179487179545
3828,SYMPHONY,Record Date,19012021154015,https://nsearchives.nseindia.com/corporate/SYMPHONY_19012021154015_intimationofdividend.pdf,Symphony Limited,INE225D01019,2021-01-19 15:40:15,2021-01-19 15:40:15,,Consumer Durables,,Symphony Limited has informed the Exchange that Record date for the purpose of Interim Dividend for FY 2020-21 is 02-Feb-2021.,,,,19-Jan-2021 15:40:19,00:00:04,2021-01-20 15:40:15,1049.0,1025.55,-2.235462345090567
3831,EMAMILTD,Record Date,18012021194732,https://nsearchives.nseindia.com/corporate/EMAMILTD_18012021194732_Emami_RecordDate_18012021.pdf,Emami Limited,INE548C01024,2021-01-18 19:47:32,2021-01-18 19:47:32,,Personal Care,,Emami Limited has informed the Exchange that Record date for the purpose of payment of 2nd Interim Dividend for the FY 2020-21 is 05-Feb-2021 if declared by the Board of Directors at their meeting scheduled to be held on 27th January 2021,,,,18-Jan-2021 19:47:35,00:00:03,2021-01-19 19:47:32,480.9,470.18,-2.229153670201699
3832,TVSHLTD,Record Date,18012021175538,https://nsearchives.nseindia.com/corporate/SUNCLAYLTD_18012021175538_SCLNSEBSEBMintimation.pdf,TVS Holdings Limited,INE105A01035,2021-01-18 17:55:38,2021-01-18 17:55:38,,,,Sundaram Clayton Limited has informed the Exchange that Record date for the purpose of Interim Dividend if declared will be 06-Feb-2021.,,,,18-Jan-2021 17:55:42,00:00:04,2021-01-19 17:55:38,2690.0,2673.85,-0.6003717472118993
3833,TVSMOTOR,Record Date,18012021172445,https://nsearchives.nseindia.com/corporate/TVSMOTOR_18012021172445_TVSMNSEBSEBMintimation.pdf,TVS Motor Company Limited,INE494B01015,2021-01-18 17:24:45,2021-01-18 17:24:45,,Automobiles - 2 And 3 Wheelers,,"TVS Motor Company Limited has informed the Exchange that Record date for the purpose of interim Dividend, if declared will be 05-Feb-2021.",,,,18-Jan-2021 17:24:49,00:00:04,2021-01-19 17:24:45,502.0,509.88,1.5697211155378477
3835,PAGEIND,Record Date,15012021153212,https://nsearchives.nseindia.com/corporate/PAGEIND_15012021153212_SEQ2INTIMATION.pdf,Page Industries Limited,INE761H01022,2021-01-15 15:32:12,2021-01-15 15:32:12,,Textile Products,,Page Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 19-Feb-2021.,,,,15-Jan-2021 15:32:16,00:00:04,2021-01-16 15:32:12,28590.0,27898.7,-2.4179783140958353
3840,KSOLVES,Record Date,13012021181114,https://nsearchives.nseindia.com/corporate/KSOLVES_13012021181114_IntimationofBoardMeetingandDividend.pdf,Ksolves India Limited,INE0D6I01015,2021-01-13 18:11:14,2021-01-13 18:11:14,,,,Ksolves India Limited has informed the Exchange that Record date for the purpose of DI  is 03-Feb-2021.,,,,13-Jan-2021 18:11:18,00:00:04,2021-01-14 18:11:14,620.0,576.05,-7.088709677419362
3841,WIPRO,Record Date,13012021154747,https://nsearchives.nseindia.com/corporate/WIPRO_13012021154747_CoverLetter.pdf,Wipro Limited,INE075A01022,2021-01-13 15:47:47,2021-01-13 15:47:47,,Computers - Software,,Wipro Limited has informed the Exchange that Record date for the purpose of Dividend  is 25-Jan-2021.,,,,13-Jan-2021 15:47:52,00:00:05,2021-01-14 15:47:47,452.0,452.59,0.1305309734513219
3842,GMMPFAUDLR,Record Date,12012021170429,https://nsearchives.nseindia.com/corporate/GMMPFAUDLR_12012021170429_BMIntimation20012021.pdf,GMM Pfaudler Limited,INE541A01023,2021-01-12 17:04:29,2021-01-12 17:04:29,,,,"GMM Pfaudler Limited has informed the Exchange that Record date for the purpose of Dividend  is 29th January 2021 . Record date for the payment of 3rd interim dividend, if any shall be January 29, 2021.",,,,12-Jan-2021 17:04:34,00:00:05,2021-01-13 17:04:29,1291.0,1267.88,-1.7908597986057235
3845,SRF,Record Date,11012021194018,https://nsearchives.nseindia.com/corporate/SRF_11012021194018_SRFBMIntimation.pdf,SRF Limited,INE647A01010,2021-01-11 19:40:18,2021-01-11 19:40:18,,Textiles - Synthetic,,SRF Limited has informed the Exchange that Record date for the purpose of Dividend  is 01-Feb-2021.,,,,11-Jan-2021 19:40:25,00:00:07,2021-01-12 19:40:18,1186.34,1154.93,-2.6476389567914644
3846,DCMSHRIRAM,Record Date,11012021162304,https://nsearchives.nseindia.com/corporate/DCMSHRIRAM_11012021162304_IntimationofBoardMeeting19012021.pdf,DCM Shriram Limited,INE499A01024,2021-01-11 16:23:04,2021-01-11 16:23:04,,,,DCM Shriram Limited has informed the Exchange that Record date for the purpose of Dividend  is 28-Jan-2021.,,,,11-Jan-2021 16:23:07,00:00:03,2021-01-12 16:23:04,390.85,381.95,-2.2770883970832885
3848,URJA,Record Date,08012021181904,https://nsearchives.nseindia.com/corporate/URJA_08012021181904_BMOutcomefinal.pdf,Urja Global Limited,INE550C01020,2021-01-08 18:19:04,2021-01-08 18:19:04,,,,Urja Global Limited has informed the Exchange that Record date for the purpose of Rights  is 15-Jan-2021.,,,,08-Jan-2021 18:19:07,00:00:03,2021-01-09 18:19:04,8.33,8.33,0.0
3852,ORTINLABSS,Record Date,01012021183049,https://nsearchives.nseindia.com/corporate/ORTINLABSS_01012021183049_outcomeofBoardmeeting.pdf,Ortin Laboratories Limited,INE749B01012,2021-01-01 18:30:49,2021-01-01 18:30:49,,,,Ortin Laboratories Limited has informed the Exchange that Record date for the purpose of Merger/HiveOff  is 13-Jan-2021.,,,,01-Jan-2021 18:30:54,00:00:05,2021-01-02 18:30:49,0.0,0.0,0.0
3854,TCS,Record Date,31122020191229,https://nsearchives.nseindia.com/corporate/TCS_31122020191229_SE_BMintimation.pdf,Tata Consultancy Services Limited,INE467B01029,2020-12-31 19:12:29,2020-12-31 19:12:29,,Computers - Software,,Tata Consultancy Services Limited has informed the Exchange that Record date for the purpose of Dividend  is 16-Jan-2021.,,,,31-Dec-2020 19:12:33,00:00:04,2021-01-01 19:12:29,2880.0,2891.49,0.39895833333332575
3855,GANGAFORGE,Record Date,31122020161206,https://nsearchives.nseindia.com/corporate/GANGAFORGE_31122020161206_RecordDateIntimationGangaForging31122020.pdf,Ganga Forging Limited,INE691Z01015,2020-12-31 16:12:06,2020-12-31 16:12:06,,,,Ganga Forging Limited has informed the Exchange that Record date for the purpose of Bonus  is 12-Jan-2021.,,,,31-Dec-2020 16:12:12,00:00:06,2021-01-01 16:12:06,2.29,2.32,1.3100436681222623
3858,SILGO,Record Date,22122020170417,https://nsearchives.nseindia.com/corporate/SILGO_22122020170416_RecordDateIntimation.pdf,Silgo Retail Limited,INE01II01013,2020-12-22 17:04:17,2020-12-22 17:04:17,,,,Silgo Retail Limited has informed the Exchange that Record date for the purpose of Bonus  is 08-Jan-2021.,,,,22-Dec-2020 17:04:20,00:00:03,2020-12-23 17:04:17,35.2,35.2,0.0
3859,PILANIINVS,Record Date,22122020162144,https://nsearchives.nseindia.com/corporate/PILANIINVS_22122020162144_Pilani_intimationofRecordDate_22122020.pdf,Pilani Investment and Industries Corporation Limited,INE417C01014,2020-12-22 16:21:44,2020-12-22 16:21:44,,,,Pilani Investment and Industries Corporation Limited has informed the Exchange that Record date for the purpose of Bonus  is 02-Jan-2021.,,,,22-Dec-2020 16:21:47,00:00:03,2020-12-23 16:21:44,1687.21,1745.84,3.474967549978952
3860,ENGINERSIN,Record Date,21122020161511,https://nsearchives.nseindia.com/corporate/ENGINERSIN_21122020161511_intimationrecorddate21122020.pdf,Engineers India Limited,INE510A01010,2020-12-21 16:15:11,2020-12-21 16:15:11,,Engineering,,Engineers India Limited has informed the Exchange that Record date for the purpose of Buyback  is 01-Jan-2021.,,,,21-Dec-2020 16:15:15,00:00:04,2020-12-22 16:15:11,74.5,71.86,-3.543624161073826
3863,DSKULKARNI,Record Date,16122020235911,https://nsearchives.nseindia.com/corporate/DSKULKARNI_16122020235911_29thAGM.pdf,DS Kulkarni Developers Limited,INE891A01014,2020-12-16 23:59:11,2020-12-16 23:59:11,,Construction,,DS Kulkarni Developers Limited has informed the Exchange that Record date for the purpose of Meeting  is 24-Dec-2020 i.e 29th AGM for the FY 2019-20,,,,16-Dec-2020 23:59:16,00:00:05,2020-12-17 23:59:11,13.55,13.55,0.0
3864,DSKULKARNI,Record Date,16122020235716,https://nsearchives.nseindia.com/corporate/DSKULKARNI_16122020235716_28thAGM.pdf,DS Kulkarni Developers Limited,INE891A01014,2020-12-16 23:57:16,2020-12-16 23:57:16,,Construction,,DS Kulkarni Developers Limited has informed the Exchange that Record date for the purpose of Meeting  is 24-Dec-2020 ie 28th AGM for the FY 2018-19,,,,16-Dec-2020 23:57:21,00:00:05,2020-12-17 23:57:16,13.55,13.55,0.0
3865,DSKULKARNI,Record Date,16122020235540,https://nsearchives.nseindia.com/corporate/DSKULKARNI_16122020235540_27thAGM.pdf,DS Kulkarni Developers Limited,INE891A01014,2020-12-16 23:55:40,2020-12-16 23:55:40,,Construction,,DS Kulkarni Developers Limited has informed the Exchange that Record date for the purpose of Meeting  is 24-Dec-2020.,,,,16-Dec-2020 23:55:43,00:00:03,2020-12-17 23:55:40,13.55,13.55,0.0
3866,DSKULKARNI,Record Date,16122020235238,https://nsearchives.nseindia.com/corporate/DSKULKARNI_16122020235238_26thAGM.pdf,DS Kulkarni Developers Limited,INE891A01014,2020-12-16 23:52:38,2020-12-16 23:52:38,,Construction,,DS Kulkarni Developers Limited has informed the Exchange that Record date for the purpose of Meeting  is 24-Dec-2020 for 26th AGM for the FY 2016-17,,,,16-Dec-2020 23:52:44,00:00:06,2020-12-17 23:52:38,13.55,13.55,0.0
3867,JMA,Record Date,14122020204812,https://nsearchives.nseindia.com/corporate/JMA_14122020204812_JMAIntimationofRecordDate.pdf,Jullundur Motor Agency (Delhi) Limited,INE412C01015,2020-12-14 20:48:12,2020-12-14 20:48:12,,,,Jullundur Motor Agency (Delhi) Limited has informed the Exchange that Record date for the purpose of Buyback  is 24-Dec-2020.,,,,14-Dec-2020 20:48:16,00:00:04,2020-12-15 20:48:12,32.9,31.49,-4.285714285714286
3869,AURUM,Record Date,10122020220309,https://nsearchives.nseindia.com/corporate/MAJESCO_10122020220309_NoticeofBoardmeetingdividend15122020.pdf,Aurum PropTech Limited,INE898S01029,2020-12-10 22:03:09,2020-12-10 22:03:09,,,,Majesco Limited has informed the Exchange that Record date for the purpose of Dividend  is 25-Dec-2020.,,,,10-Dec-2020 22:03:13,00:00:04,2020-12-11 22:03:09,981.5,989.85,0.8507386653082041
3871,UJAAS,Record Date,08122020174332,https://nsearchives.nseindia.com/corporate/UJAAS_08122020174332_RecordDateCovering.pdf,Ujaas Energy Limited,INE899L01022,2020-12-08 17:43:32,2020-12-08 17:43:32,,,,"Ujaas Energy Limited has informed the Exchange that Record date for the purpose of remote e-voting and voting at Annual General Meeting is 24th December, 2020",,,,08-Dec-2020 17:43:37,00:00:05,2020-12-09 17:43:32,3.5,3.15,-10.000000000000002
3873,ONELIFECAP,Record Date,07122020193939,https://nsearchives.nseindia.com/corporate/ONELIFECAP_07122020193939_Intimation.pdf,Onelife Capital Advisors Limited,INE912L01015,2020-12-07 19:39:39,2020-12-07 19:39:39,,Finance,,Onelife Capital Advisors Limited has informed the Exchange that Record date for the purpose of Meeting  is 22-Dec-2020.,,,,07-Dec-2020 19:39:47,00:00:08,2020-12-08 19:39:39,7.15,7.05,-1.398601398601406
3874,TEMBO,Record Date,07122020153447,https://nsearchives.nseindia.com/corporate/TEMBO_07122020153447_intimation.pdf,Tembo Global Industries Limited,INE869Y01010,2020-12-07 15:34:47,2020-12-07 15:34:47,,,,Tembo Global Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Dec-2020.,,,,07-Dec-2020 15:34:56,00:00:09,2020-12-08 15:34:47,102.0,100.93,-1.0490196078431306
3877,BCG,Record Date,04122020204554,https://nsearchives.nseindia.com/corporate/BCG_04122020204554_BMoutcome04122020.pdf,Brightcom Group Limited,INE425B01027,2020-12-04 20:45:54,2020-12-04 20:45:54,,,,Brightcom Group Limited has informed the Exchange that Record date for the purpose of DI  is 21-Dec-2020.,,,,04-Dec-2020 20:45:57,00:00:03,2020-12-05 20:45:54,4.28,4.11,-3.971962616822428
3878,TGBHOTELS,Record Date,03122020170215,https://nsearchives.nseindia.com/corporate/TGBHOTELS_03122020170215_201203134129_0001.pdf,TGB Banquets And Hotels Limited,INE797H01018,2020-12-03 17:02:15,2020-12-03 17:02:15,,,,"TGB Banquets And Hotels Limited has informed the Exchange that Record date for the purpose of Meeting  is 17-Dec-2020 to close its Register of Member and Share Transfer Book from Monday, December 14, 2020 to Thursday, December 24, 2020 (Both day inclusive) for the purpose of 21st Annual General Meeting.",,,,03-Dec-2020 17:02:20,00:00:05,2020-12-04 17:02:15,5.6,5.25,-6.249999999999994
3879,OMAXE,Record Date,02122020235041,https://nsearchives.nseindia.com/corporate/OMAXE_02122020235041_SEIntimation.pdf,Omaxe Limited,INE800H01010,2020-12-02 23:50:41,2020-12-02 23:50:41,,Construction,,Omaxe Limited has informed the Exchange that Record date for the purpose of Meeting  is 18-Dec-2020.,,,,02-Dec-2020 23:50:45,00:00:04,2020-12-03 23:50:41,71.55,71.45,-0.13976240391333938
3880,ARIHANT,Record Date,02122020164838,https://nsearchives.nseindia.com/corporate/ARIHANT_02122020164838_SE_INTIMATION.pdf,Arihant Foundations & Housing Limited,INE413D01011,2020-12-02 16:48:38,2020-12-02 16:48:38,,Construction,,Arihant Foundations & Housing Limited has informed the Exchange that Record date for the purpose of Meeting  is 16-Dec-2020.,,,,02-Dec-2020 16:48:43,00:00:05,2020-12-03 16:48:38,0.0,0.0,0.0
3881,PIGL,Record Date,01122020184018,https://nsearchives.nseindia.com/corporate/PIGL_01122020184018_PIGLBC.pdf,Power & Instrumentation (Gujarat) Limited,INE557Z01018,2020-12-01 18:40:18,2020-12-01 18:40:18,,,,Power And Instrumentation (Gujarat) Limited has informed the Exchange that Record date for the purpose of Meeting  is 24-Dec-2020.,,,,01-Dec-2020 18:40:24,00:00:06,2020-12-02 18:40:18,10.2,10.2,0.0
3882,INFIBEAM,Record Date,28112020163037,https://nsearchives.nseindia.com/corporate/INFIBEAM_28112020163037_IntimationRecordDate.pdf,Infibeam Avenues Limited,INE483S01012,2020-11-28 16:30:37,2020-11-28 16:30:37,,,,Infibeam Avenues Limited has informed the Exchange that Record date for the purpose of issue and allotment of equity shares to the shareholders of Infibeam pursuant to the Scheme  is 11-Dec-2020.,,,,28-Nov-2020 16:30:40,00:00:03,2020-11-29 16:30:37,35.88,35.45,-1.1984392419175018
3884,ANANTRAJ,Record Date,27112020190109,https://nsearchives.nseindia.com/corporate/ANANTRAJ_27112020190109_BC27112020.pdf,Anant Raj Limited,INE242C01024,2020-11-27 19:01:09,2020-11-27 19:01:09,,Construction,,Anant Raj Limited has informed the Exchange that Record date for the purpose of Dividend and 35th AGM is 23-Dec-2020.,,,,27-Nov-2020 19:01:12,00:00:03,2020-11-28 19:01:09,27.1,26.27,-3.0627306273062795
3885,SUPREMEENG,Record Date,27112020173935,https://nsearchives.nseindia.com/corporate/SUPREMEENG_27112020173935_CA7.pdf,Supreme Engineering Limited,INE319Z01013,2020-11-27 17:39:35,2020-11-27 17:39:35,,,,Supreme Engineering Limited has informed the Exchange that Record date for the purpose of Meeting  is 17-Dec-2020.,,,,27-Nov-2020 17:39:40,00:00:05,2020-11-28 17:39:35,2.255,2.275,0.8869179600886926
3887,AKG,Record Date,25112020182031,https://nsearchives.nseindia.com/corporate/AKG_25112020182031_AKGITIMATIONRECORDDAT.pdf,Akg Exim Limited,INE00Y801016,2020-11-25 18:20:31,2020-11-25 18:20:31,,,,Akg Exim Limited has informed the Exchange that Record date for the purpose of BO  is 08-Dec-2020.,,,,25-Nov-2020 18:20:42,00:00:11,2020-11-26 18:20:31,31.97,31.97,0.0
3889,EXCEL,Record Date,24112020183841,https://nsearchives.nseindia.com/corporate/EXCEL_24112020183841_Bookclosure.pdf,Excel Realty N Infra Limited,INE688J01015,2020-11-24 18:38:41,2020-11-24 18:38:41,,,,Excel Realty N Infra Limited has informed the Exchange that Record date for the purpose of Meeting  is 10-Dec-2020.,,,,24-Nov-2020 18:38:45,00:00:04,2020-11-25 18:38:41,0.0867,0.0867,0.0
3890,RVNL,Record Date,20112020183525,https://nsearchives.nseindia.com/corporate/RVNL_20112020183525_IntimationOFAGM.pdf,Rail Vikas Nigam Limited,INE415G01027,2020-11-20 18:35:25,2020-11-20 18:35:25,,,,Rail Vikas Nigam Limited has informed the Exchange that Record date for the purpose of Final Dividend  is 09-Dec-2020.,,,,20-Nov-2020 18:35:28,00:00:03,2020-11-21 18:35:25,19.6,18.75,-4.336734693877558
3891,PRICOLLTD,Record Date,19112020170232,https://nsearchives.nseindia.com/corporate/PRICOLLTD_19112020170232_SEOutcome.pdf,Pricol Limited,INE726V01018,2020-11-19 17:02:32,2020-11-19 17:02:32,,,,Pricol Limited has informed the Exchange that Record date for the purpose of Rights  is 25-Nov-2020.,,,,19-Nov-2020 17:02:35,00:00:03,2020-11-20 17:02:32,55.12,54.14,-1.7779390420899799
3892,TCS,Record Date,18112020220735,https://nsearchives.nseindia.com/corporate/TCS_18112020220735_SEIntimationrecorddate.pdf,Tata Consultancy Services Limited,INE467B01029,2020-11-18 22:07:35,2020-11-18 22:07:35,,Computers - Software,,Tata Consultancy Services Limited has informed the Exchange that Record date for the purpose of Buyback  is 28-Nov-2020.,,,,18-Nov-2020 22:07:38,00:00:03,2020-11-19 22:07:35,2637.0,2603.8,-1.2590064467197504
3893,NATIONALUM,Record Date,18112020171004,https://nsearchives.nseindia.com/corporate/NATIONALUM_18112020171004_SErecorddate.pdf,National Aluminium Company Limited,INE139A01026,2020-11-18 17:10:04,2020-11-18 17:10:04,,Aluminium,,National Aluminium Company Limited has informed the Exchange that Record date for the purpose of Interim Dividend for the Financial Year 2020-21 is 02-Dec-2020.,,,,18-Nov-2020 17:10:12,00:00:08,2020-11-19 17:10:04,35.35,32.92,-6.874115983026873
3894,WINSOME,Record Date,18112020154239,https://nsearchives.nseindia.com/corporate/WINSOME_18112020154239_Cut_off_date1.pdf,Winsome Yarns Limited,INE784B01035,2020-11-18 15:42:39,2020-11-18 15:42:39,,Textiles - Cotton,,Winsome Yarns Limited has informed the Exchange that Record date for the purpose of Meeting  is 04-Dec-2020.,,,,18-Nov-2020 15:42:44,00:00:05,2020-11-19 15:42:39,0.15,0.15,0.0
3895,WIPRO,Record Date,18112020153512,https://nsearchives.nseindia.com/corporate/WIPRO_18112020153512_SE_18112020.pdf,Wipro Limited,INE075A01022,2020-11-18 15:35:12,2020-11-18 15:35:12,,Computers - Software,,Wipro Limited has informed the Exchange that Record date for the purpose of Buyback  is 11-Dec-2020.,,,,18-Nov-2020 15:35:16,00:00:04,2020-11-19 15:35:12,347.7,341.28,-1.8464193270060443
3898,GPPL,Record Date,17112020163103,https://nsearchives.nseindia.com/corporate/GPPL_17112020163103_Results.pdf,Gujarat Pipavav Port Limited,INE517F01014,2020-11-17 16:31:03,2020-11-17 16:31:03,,Shipping,,Gujarat Pipavav Port Limited has informed the Exchange that Record date for the purpose of Dividend  is 25-Nov-2020.,,,,17-Nov-2020 16:31:09,00:00:06,2020-11-18 16:31:03,91.6,85.98,-6.135371179039292
3899,STEELCITY,Record Date,13112020183932,https://nsearchives.nseindia.com/corporate/STEELCITY_13112020183932_RecordDateIntimation.pdf,Steel City Securities Limited,INE395H01011,2020-11-13 18:39:32,2020-11-13 18:39:32,,,,Steel City Securities Limited has informed the Exchange that Record date for the purpose of Interim Dividend for the Financial Year 2020-21 is 26-Nov-2020.,,,,13-Nov-2020 18:39:36,00:00:04,2020-11-14 18:39:32,32.9,28.51,-13.343465045592698
3900,SHOPERSTOP,Record Date,13112020182121,https://nsearchives.nseindia.com/corporate/SHOPERSTOP_13112020182121_OutcomofBmNov132020.pdf,Shoppers Stop Limited,INE498B01016,2020-11-13 18:21:21,2020-11-13 18:21:21,,Miscellaneous,,Shoppers Stop Limited has informed the Exchange that Record date for the purpose of Rights  is 20-Nov-2020.,,,,13-Nov-2020 18:21:37,00:00:16,2020-11-14 18:21:21,178.27,178.51,0.13462725079933846
3902,NBCC,Record Date,12112020181153,https://nsearchives.nseindia.com/corporate/NBCC_12112020181153_intimationofRecordDate.pdf,NBCC (India) Limited,INE095N01015,2020-11-12 18:11:53,2020-11-12 18:11:53,,Construction,,NBCC (India) Limited has informed the Exchange that Record date for the purpose of Dividend  is 27-Nov-2020.,,,,12-Nov-2020 18:12:11,00:00:18,2020-11-13 18:11:53,24.65,23.91,-3.0020283975659168
3903,GOCLCORP,Record Date,12112020180534,https://nsearchives.nseindia.com/corporate/GOCLCORP_12112020180533_recorddate.pdf,GOCL Corporation Limited,INE077F01035,2020-11-12 18:05:34,2020-11-12 18:05:34,,,,GOCL Corporation Limited has informed the Exchange that Record date for the purpose of Special Interim Dividend  is 26-Nov-2020.,,,,12-Nov-2020 18:05:48,00:00:14,2020-11-13 18:05:34,192.0,189.4,-1.3541666666666636
3904,TECHNOE,Record Date,12112020173236,https://nsearchives.nseindia.com/corporate/TECHNOE_12112020173236_RecordDateIntimation.pdf,Techno Electric & Engineering Company Limited,INE285K01026,2020-11-12 17:32:36,2020-11-12 17:32:36,,,,Techno Electric & Engineering Company Limited has informed the Exchange that Record date for the purpose of DI  is 25-Nov-2020.,,,,12-Nov-2020 17:32:48,00:00:12,2020-11-13 17:32:36,207.5,198.88,-4.154216867469882
3905,ATNINTER,Record Date,12112020155212,https://nsearchives.nseindia.com/corporate/ATNINTER_12112020155212_ATN_AGM_BookClosureandCutOffDates.pdf,ATN International Limited,INE803A01027,2020-11-12 15:52:12,2020-11-12 15:52:12,,Finance,,ATN International Limited has informed the Exchange that Record date for the purpose of AGM  is 08-Dec-2020.,,,,12-Nov-2020 15:52:20,00:00:08,2020-11-13 15:52:12,0.2,0.2,0.0
